Date,SNDK,SMCI,COHR,LITE,TER,DELL,WDC,STX,MRVL,PCG,AXON,CIEN,CRWD,DDOG,FICO,FRT,WBD,BRK-B,AES,TECH
2026-05-01,1187.0,27.09,329.5,949.929993,345.157043,209.823273,431.269043,726.412048,,16.402292,402.309998,535.289978,113.910004,140.529999,1035.5,114.264328,26.969999,473.01001,14.110755,54.857597
2026-05-04,1255.859985,27.92,329.890015,976.179993,337.183075,211.290848,442.102783,738.013733,,16.162987,393.75,538.51001,117.309998,146.690002,1060.0,113.422112,26.959999,468.519989,14.110755,54.578426
2026-05-05,1406.319946,27.83,335.730011,994.559998,356.828125,215.963135,464.989471,770.460632,,16.282639,380.600006,544.75,119.1325,145.729996,1066.27002,114.234604,27.219999,465.519989,14.199689,56.512695
2026-05-06,1409.97998,34.66,344.670013,944.280029,382.188782,238.406052,482.869049,785.859619,,16.153017,385.859985,576.789978,117.017502,143.710007,1067.0,115.701057,27.200001,469.829987,14.170045,47.270058
2026-05-07,1339.959961,33.619999,319.190002,892.580017,353.840363,229.890121,463.640259,765.893921,,16.143045,426.890015,538.76001,126.43,188.729996,1128.390015,114.611122,27.120001,475.079987,14.120637,50.759727
2026-05-08,1562.339966,35.369999,335.26001,903.799988,359.496063,260.030304,479.720886,782.082397,,16.023394,403.540009,548.109985,131.942505,200.160004,1126.0,114.621033,27.110001,475.940002,14.160163,48.217255
2026-05-11,1547.560059,33.52,379.690002,1053.089966,366.36087,246.632446,515.53009,833.415771,,16.162987,394.359985,581.469971,135.565002,202.320007,1092.0,114.363411,27.24,479.549988,14.179926,47.280025
2026-05-12,1452.02002,32.790001,374.01001,992.369995,358.177124,238.545807,488.455811,808.223694,,16.761246,393.660004,577.150024,136.544998,199.940002,1086.0,114.492226,27.200001,484.959991,14.249097,47.280025
2026-05-13,1447.22998,32.0,403.709991,1030.369995,363.103363,243.467667,493.802704,816.767578,,16.551857,376.820007,577.900024,140.642502,205.309998,1064.640015,113.08522,27.25,485.519989,14.258978,44.7575
2026-05-14,1382.719971,33.029999,404.940002,1001.809998,356.278534,247.481049,488.86557,804.186584,,16.761246,388.190002,591.570007,144.987503,202.839996,1076.930054,112.778061,27.120001,484.059998,14.288622,44.607941
2026-05-15,1407.609985,31.040001,382.450012,970.700012,337.622742,241.59079,481.739716,794.903198,,16.083218,391.880005,554.460022,148.520004,207.979996,1098.589966,112.124107,26.98,482.700012,14.298504,43.172192
2026-05-18,1333.01001,30.85,362.829987,884.97998,320.805542,237.637314,458.413269,740.312195,,15.804031,399.369995,524.530029,154.707504,208.820007,1181.819946,113.877899,27.1,488.380005,14.357793,44.380852
2026-05-19,1383.290039,30.559999,353.630005,890.090027,321.275177,234.871872,455.534943,732.827454,,16.362408,392.339996,541.919983,154.220001,215.149994,1186.150024,113.788719,27.09,480.459991,14.397318,45.419701
2026-05-20,1392.560059,33.459999,358.5,868.070007,344.07782,242.529221,459.352722,750.534851,,16.262697,398.440002,554.76001,162.527496,212.240005,1230.22998,114.997551,27.42,480.899994,14.555422,46.648342
2026-05-21,1542.23999,33.459999,378.0,964.5,353.304291,252.38295,486.177124,809.882568,,16.392321,389.839996,587.22998,162.057495,218.039993,1228.099976,117.524216,27.1,479.980011,14.515896,47.317596
2026-05-22,1478.689941,35.580002,377.570007,946.900024,358.302368,294.703003,483.998413,812.150879,,16.442175,386.0,583.73999,165.865005,222.320007,1239.910034,118.653778,27.030001,486.380005,14.506015,48.15667
2026-05-25,1478.689941,35.580002,377.570007,946.900024,358.302368,294.703003,483.998413,812.150879,,16.442175,386.0,583.73999,165.865005,222.320007,1239.910034,118.653778,27.030001,486.380005,14.506015,48.15667
2026-05-26,1589.550049,37.099998,381.350006,910.809998,388.990601,304.576691,524.34491,845.15741,,16.372377,385.299988,602.390015,167.887497,223.649994,1259.890015,119.060028,27.0,483.619995,14.496134,47.916935
2026-05-27,1589.939941,38.189999,380.179993,902.309998,375.685669,304.816315,530.291443,870.039612,,16.482059,391.320007,582.080017,161.339996,221.809998,1278.469971,119.951782,27.139999,479.920013,14.506015,48.036804
2026-05-28,1641.640015,41.299999,376.950012,860.619995,382.503052,316.526947,530.871155,880.092468,,16.242756,439.320007,570.179993,167.75,225.240005,1296.359985,119.912148,27.040001,477.420013,14.515896,50.78376
2026-05-29,1694.97998,46.09,361.470001,854.960022,374.16626,420.215607,530.901123,879.173096,,16.29261,448.720001,580.22998,182.75,247.350006,1250.589966,118.534874,27.01,474.480011,14.496134,51.622833
2026-06-01,1761.430054,46.880001,362.899994,905.0,369.328125,465.191284,545.882385,920.603577,,16.103161,476.880005,569.609985,195.542496,277.48999,1284.75,117.672844,27.25,470.290009,14.525778,50.733818
2026-06-02,1716.359985,50.169998,426.890015,1029.150024,392.469238,434.591858,562.772522,925.949768,,16.521942,490.119995,627.0,192.237503,269.130005,1251.630005,118.227715,27.18,471.51001,14.506015,49.714943
2026-06-03,1831.5,47.419998,417.429993,938.0,409.512726,420.385315,593.764526,940.019775,,16.801132,481.480011,620.369995,186.902496,250.330002,1174.660034,118.326797,27.0,475.369995,14.53566,50.793747
2026-06-04,1759.680054,46.900002,421.899994,945.080017,406.703766,421.353729,575.165344,925.3302,,16.771217,513.200012,535.630005,179.772507,243.600006,1166.699951,119.704071,27.0,478.630005,14.555422,53.121174
2026-06-05,1559.319946,41.639999,376.98999,863.659973,357.792572,393.73938,511.555786,846.86615,,17.060377,486.119995,488.209991,167.755005,234.110001,1137.329956,121.438049,26.24,488.130005,14.496134,51.932491
2026-06-08,1642.0,43.990002,401.929993,895.400024,374.546143,400.108826,526.760925,876.145325,,16.432203,471.059998,466.670013,164.697495,231.679993,1207.339966,120.982262,26.469999,487.0,14.53566,52.591759
2026-06-09,1646.540039,40.639999,355.940002,821.76001,369.068237,381.150177,517.553833,845.407227,,16.531914,452.51001,439.339996,161.232498,227.339996,1225.150024,123.30085,26.559999,487.769989,14.486252,54.349812
2026-06-10,1643.22998,29.27,354.769989,853.26001,347.456543,369.219879,489.932709,815.408569,,16.671507,447.589996,434.649994,161.934998,227.630005,1220.150024,122.48835,26.23,483.679993,14.456608,52.441925
2026-06-11,1881.51001,31.969999,363.579987,889.590027,381.25354,390.80423,529.120117,867.471497,,16.741306,446.200012,445.220001,172.882507,234.240005,1185.369995,123.578285,26.860001,485.790009,14.496134,53.960243
2026-06-12,1980.099976,30.459999,385.029999,921.559998,403.045197,394.917419,562.749329,930.376587,,16.900841,441.730011,445.980011,170.699997,229.899994,1179.189941,124.688026,26.98,489.25,14.506015,53.940266
2026-06-15,2107.860107,30.85,413.839996,957.23999,432.243958,408.395142,653.320312,1018.074097,,16.531914,443.209991,463.410004,173.227493,233.089996,1181.619995,123.568375,26.83,495.519989,14.506015,56.107864
2026-06-16,1991.550049,29.219999,382.809998,875.359985,409.192841,403.413361,680.86145,1030.605103,,16.69145,435.390015,430.299988,169.872498,231.110001,1186.23999,122.250542,26.6,494.950012,14.466489,55.968018
2026-06-17,1958.800049,27.780001,378.850006,869.97998,408.403107,418.628235,711.901489,1065.310303,,16.392321,423.01001,436.720001,170.740005,226.630005,1126.839966,119.377098,26.24,491.279999,14.436844,54.939159
2026-06-18,2184.75,30.66,389.570007,850.0,437.751862,408.824432,745.990479,1069.467407,,16.432203,423.399994,428.220001,171.214996,223.0,1096.47998,119.287918,26.200001,489.459991,14.446726,57.875904
2026-06-22,2273.72998,35.459999,425.480011,893.929993,456.824524,418.019226,732.384888,1093.260498,307.784058,16.581768,410.029999,460.329987,168.860001,221.369995,1090.849976,120.605743,26.950001,488.690002,14.47637,55.548485
2026-06-23,1963.599976,33.32,381.220001,827.919983,419.958679,427.07428,670.534729,1037.849976,278.971191,16.721363,433.040009,459.850006,170.229996,220.570007,1099.410034,122.547798,26.879999,492.809998,14.525778,56.197762
2026-06-24,1914.459961,32.450001,392.5,842.530029,427.03598,433.343903,643.623413,993.25,276.631775,17.070349,456.730011,463.51001,168.255005,222.649994,1140.339966,123.479202,27.200001,494.809998,14.506015,58.814869
2026-06-25,2335.0,31.68,407.25,861.969971,471.778778,408.774536,675.173279,1025.359985,281.190643,17.030464,444.730011,484.690002,169.662506,220.940002,1143.47998,123.409843,26.98,487.809998,14.486252,70.621788
2026-06-26,2090.709961,30.629999,380.559998,816.97998,436.69223,398.830933,586.261841,899.900024,266.704193,17.329594,464.829987,479.5,175.272507,239.770004,1182.790039,123.93499,26.74,498.660004,14.496134,70.921463
2026-06-29,2050.389893,28.15,391.220001,851.400024,463.032135,413.925995,651.670837,968.530029,277.681488,17.190001,510.600006,478.929993,185.727493,248.570007,1177.52002,124.271873,27.129999,496.0,14.456608,70.821571
2026-06-30,2273.72998,29.33,394.470001,858.059998,483.654205,430.748199,638.515015,965.0,297.816528,16.82,560.609985,490.559998,190.785004,260.359985,1194.780029,122.309998,26.66,500.390015,14.486252,70.571846
2026-07-01,2032.219971,27.65,368.649994,801.159973,427.175903,424.548462,598.177979,915.190002,271.98288,16.57,593.960022,462.440002,193.184998,264.480011,1206.650024,120.410004,26.809999,499.73999,14.466489,70.921463
2026-07-02,1745.0,27.219999,333.359985,728.320007,368.948273,393.669495,538.827026,820.159973,245.229492,17.049999,597.039978,422.459991,193.979996,260.359985,1270.829956,121.690002,26.48,507.779999,14.4072,70.751648
2026-07-06,1744.430054,27.190001,335.700012,731.25,379.374268,411.120636,577.274719,868.26001,249.208527,16.82,622.349976,433.829987,199.380005,255.369995,1286.51001,120.559998,26.120001,506.579987,14.397318,70.841545
2026-07-07,1617.699951,26.25,314.130005,698.909973,342.978241,416.591583,531.929199,827.640015,230.643097,17.18,640.460022,418.910004,194.619995,256.809998,1300.27002,122.110001,26.120001,504.0,14.446726,70.531891
2026-07-08,1727.180054,28.17,317.049988,707.099976,351.435028,431.257355,550.123413,860.02002,231.652863,17.049999,599.799988,440.970001,191.119995,261.089996,1266.079956,120.43,26.15,494.790009,14.466489,70.8815
2026-07-09,1858.27002,28.24,327.23999,785.77002,362.610718,449.477264,577.864502,890.090027,243.210007,17.18,582.0,462.339996,198.399994,269.0,1279.410034,120.730003,26.629999,495.450012,14.555422,71.071297
2026-07-10,1915.920044,28.309999,324.5,802.01001,359.461945,434.252411,582.403076,910.340027,235.809998,17.17,565.799988,460.720001,187.179993,257.540009,1250.900024,120.940002,26.59,493.709991,14.60483,71.22113
2026-07-13,1673.969971,27.66,307.390015,768.150024,340.979004,426.405365,555.371704,860.659973,217.529999,17.370001,547.030029,445.440002,187.910004,260.23999,1278.25,121.839996,27.09,496.850006,14.585067,71.281059
2026-07-14,1757.819946,27.65,310.769989,814.799988,353.094391,456.785187,563.139221,878.309998,222.440002,17.440001,547.26001,446.929993,210.729996,270.730011,1210.52002,122.110001,27.48,491.089996,14.624593,71.151207
2026-07-15,1615.0,26.889999,299.380005,752.0,341.988617,411.999176,513.67511,828.299988,206.259995,17.51,541.119995,418.459991,206.770004,264.459991,1205.790039,122.239998,27.27,488.350006,14.634475,71.400932
2026-07-16,1411.079956,24.68,276.959991,706.22998,322.176239,390.734344,466.660187,745.48999,188.300003,17.530001,541.75,388.809998,203.759995,262.320007,1241.219971,125.360001,27.290001,493.119995,14.624593,71.690605
2026-07-17,1354.819946,24.18,277.600006,732.820007,322.236206,395.686127,477.066864,787.659973,188.679993,17.32,510.279999,374.410004,203.080002,258.690002,1257.109985,126.019997,26.870001,490.910004,14.594949,72.040222
2026-07-20,1390.949951,23.83,285.399994,765.549988,333.631866,381.25,487.26358,802.450012,194.940002,17.43,527.47998,378.769989,198.490005,263.200012,1263.829956,125.589996,25.860001,491.25,14.624593,71.560753
2026-07-21,1589.400024,25.5,317.220001,837.559998,373.896393,404.149994,548.21405,891.830017,207.960007,17.49,511.170013,408.730011,191.149994,254.789993,1227.339966,125.589996,25.83,489.649994,14.644356,71.550758
2026-07-22,1599.27002,30.559999,312.190002,829.700012,369.318115,441.799988,556.491333,908.099976,210.990005,18.110001,491.48999,397.160004,188.419998,245.770004,1221.469971,125.050003,25.85,489.390015,14.683881,71.700592
2026-07-23,1610.329956,31.200001,313.220001,833.640015,373.606476,439.339996,558.12085,913.359985,209.320007,17.540001,491.899994,407.529999,183.419998,244.389999,1206.189941,124.830002,25.950001,490.850006,14.654237,71.690605
2026-07-24,1436.560059,30.1,282.390015,762.98999,349.785645,437.5,519.633179,851.690002,194.229996,17.85,502.339996,390.959991,183.279999,246.860001,1237.369995,126.080002,25.77,494.929993,14.664119,71.520798
2026-07-27,1278.22998,29.809999,271.309998,711.960022,334.641449,426.910004,497.760223,816.98999,189.169998,17.6,525.47998,377.269989,180.110001,251.860001,1280.569946,127.129997,25.280001,497.179993,14.654237,71.540779
2026-07-28,1096.099976,28.450001,243.330002,651.929993,320.526886,392.100006,463.361267,747.299988,174.470001,17.780001,547.650024,350.51001,181.800003,250.880005,1336.219971,126.120003,25.610001,512.369995,14.654237,71.990273
2026-07-29,1015.890015,25.700001,222.050003,602.349976,319.287354,369.640015,461.891724,764.429993,163.399994,17.709999,531.200012,330.369995,179.380005,264.200012,1373.079956,125.779999,25.639999,509.160004,14.644356,71.950317
2026-07-30,1279.959961,27.73,249.059998,693.23999,365.34964,404.809998,532.868896,851.679993,183.300003,17.780001,525.299988,372.070007,185.220001,268.559998,1139.540039,124.089996,25.469999,509.679993,14.674001,71.950317
2026-07-31,1214.829956,28.4,262.890015,713.940002,367.548828,405.369995,544.665161,856.130005,187.559998,17.379999,527.76001,377.049988,190.860001,267.970001,1122.969971,124.089996,26.299999,511.540009,14.68,72.010254
2026-08-03,1288.030029,28.639999,288.140015,779.890015,365.659515,429.019989,527.050781,831.059998,193.779999,17.43,575.880005,390.76001,202.539993,273.600006,1045.459961,123.650002,26.09,513.140015,14.71,72.060196
2026-08-04,1427.619995,31.690001,323.730011,849.469971,403.405029,467.269989,548.383972,845.349976,218.589996,17.450001,607.200012,411.130005,211.220001,288.149994,1046.98999,122.82,25.790001,517.219971,14.68,72.010254
2026-08-05,1350.5,30.32,328.220001,826.26001,389.240509,462.700012,519.003357,837.659973,211.020004,17.200001,609.48999,408.829987,209.860001,283.170013,1091.550049,121.830002,25.969999,518.849976,14.7,71.920357
2026-08-06,1258.579956,29.379999,334.220001,838.059998,384.742218,437.649994,451.375092,852.950012,210.539993,17.0,522.460022,403.76001,207.389999,229.289993,1031.890015,117.910004,26.4,524.609985,14.7,71.820465
2026-08-07,1212.209961,31.129999,379.130005,890.169983,379.164368,453.769989,434.160614,812.76001,218.720001,17.459999,571.01001,412.390015,214.419998,233.929993,1041.400024,118.690002,26.780001,521.799988,14.73,72.210037
2026-08-10,1237.920044,31.459999,325.149994,813.51001,364.959808,457.880005,438.199341,800.98999,208.559998,17.040001,596.330017,387.700012,225.160004,260.779999,1049.73999,117.129997,26.870001,529.419983,14.73,72.040222
2026-08-11,1271.050049,31.6,328.570007,820.590027,379.414246,440.970001,437.789459,820.52002,212.309998,17.299999,636.309998,387.529999,221.899994,246.779999,1038.22998,116.739998,27.07,516.380005,14.7,72.07019
2026-08-12,1344.290039,37.610001,355.640015,932.469971,402.585358,484.5,453.954285,878.210022,217.080002,17.379999,599.780029,432.049988,221.779999,240.910004,1044.209961,117.209999,27.65,510.0,14.71,72.150101
2026-08-13,1528.109985,39.16,327.230011,880.409973,410.362366,494.51001,487.133636,921.369995,222.179993,17.459999,615.590027,442.790009,225.529999,252.240005,1110.699951,118.889999,27.75,506.929993,14.73,72.090164
2026-08-14,1641.109985,39.84,325.829987,926.140015,418.629211,490.809998,508.636719,973.440002,222.020004,17.84,612.830017,428.769989,216.949997,255.460007,1085.780029,118.389999,27.99,504.029999,14.73,72.319916
2026-08-17,1786.849976,38.279999,351.220001,968.900024,442.969849,479.809998,535.838013,994.789978,234.330002,17.5,604.320007,445.179993,213.899994,247.320007,1064.410034,118.019997,27.93,498.230011,14.76,72.309921
2026-08-18,1625.780029,37.41,306.429993,873.309998,404.134766,468.649994,496.000793,903.679993,216.0,17.82,619.849976,405.540009,212.919998,246.0,1078.119995,117.480003,28.48,502.959991,14.74,72.140114
2026-08-19,1568.869995,36.580002,287.470001,827.599976,379.504211,437.549988,461.941711,832.559998,237.270004,17.65,645.719971,399.470001,201.630005,233.520004,1161.589966,117.559998,28.530001,499.619995,14.7,72.399826
2026-08-20,1600.619995,36.5,290.029999,879.280029,383.002869,434.779999,468.899475,850.23999,251.009995,17.959999,614.26001,392.480011,190.339996,232.550003,1149.75,117.25,28.23,496.859985,14.77,72.200043
2026-08-21,1596.079956,37.240002,289.519989,866.710022,375.595703,442.079987,459.292572,850.0,237.039993,17.6,627.75,395.790009,191.949997,235.619995,1172.670044,116.739998,28.549999,495.820007,14.77,72.239998
2026-08-24,1493.119995,35.169998,275.48999,830.169983,364.759888,433.190002,435.240295,794.650024,229.289993,18.110001,597.590027,371.950012,190.679993,225.770004,1166.400024,117.540001,28.700001,504.320007,14.75,72.389999
2026-08-25,1480.77002,38.459999,288.140015,885.565002,366.289307,451.5,450.605347,821.669983,240.380005,18.360001,613.26001,387.660004,185.380005,222.990005,1137.140015,117.75,28.9,504.320007,14.73,72.330002
2026-08-26,1499.369995,37.389999,294.369995,939.030029,362.960571,463.820007,468.729523,846.369995,245.110001,18.219999,607.47998,404.029999,189.179993,227.669998,1133.699951,117.580002,28.75,504.910004,14.73,72.379997
2026-08-27,1484.949951,38.459999,295.390015,956.140015,371.917145,472.26001,461.851746,847.200012,241.449997,17.950001,611.200012,399.850006,227.960007,242.929993,1157.060059,116.919998,28.879999,503.700012,14.75,72.470001
2026-08-28,1484.97998,37.080002,279.200012,895.0,354.83371,456.23999,459.302582,829.76001,216.619995,16.6,600.72998,378.440002,218.399994,236.979996,1153.569946,116.75,28.77,505.0,14.73,72.349998
2026-08-31,1566.699951,37.279999,277.829987,914.76001,349.695648,456.01001,450.405396,828.380005,211.660004,13.27,566.559998,382.799988,231.0,237.039993,1147.209961,116.029999,28.530001,504.029999,14.74,72.309998
2026-09-01,1536.869995,36.709999,272.029999,868.950012,335.331177,425.0,450.295441,816.640015,210.389999,14.06,518.299988,360.329987,215.070007,223.839996,1103.680054,117.029999,28.32,502.329987,14.77,72.18
2026-09-02,1553.400024,37.0,268.640015,870.580017,341.488831,492.200012,448.755951,808.539978,206.479996,13.33,506.980011,354.160004,203.419998,209.229996,1099.449951,117.940002,28.389999,505.23999,14.8,72.300003
2026-09-03,1554.98999,37.869999,264.410004,847.369995,338.459991,516.390015,441.428314,798.609985,208.830002,13.96,538.150024,317.459991,214.970001,214.759995,1118.930054,117.160004,28.370001,508.130005,14.78,72.449997
2026-09-04,1740.0,39.59,281.859985,881.255005,357.029999,524.140015,467.309967,849.280029,223.550003,14.3,515.669983,321.0,213.100006,212.929993,932.26001,117.089996,28.25,506.029999,14.79,72.43
2026-09-07,1740.0,39.59,281.859985,881.255005,357.029999,524.140015,467.309967,849.280029,223.550003,14.3,515.669983,321.0,213.100006,212.929993,932.26001,117.089996,28.25,506.029999,14.79,72.43
2026-09-08,1737.98999,40.259998,301.880005,978.534973,372.059998,533.880005,477.299988,904.380005,225.410004,14.82,505.429993,341.290009,210.020004,210.229996,933.299988,117.25,28.120001,505.829987,14.83,72.309998
2026-09-09,1764.170044,38.93,303.480011,988.97998,383.690002,535.25,482.279999,885.919983,235.009995,14.19,490.0,338.0,207.800003,225.270004,983.190002,115.160004,27.91,506.720001,14.82,72.25
2026-09-10,1692.589966,37.380001,293.170013,935.700012,370.190002,506.619995,460.929993,862.330017,226.960007,14.03,478.850006,334.559998,208.860001,221.720001,960.669983,114.839996,28.200001,507.0,14.8,72.080002
2026-09-11,1629.305054,38.98,305.725006,926.900024,382.829987,557.669983,448.045593,824.835022,237.559998,13.915,486.625,352.600006,205.570007,221.720001,978.419983,114.75,28.01,507.234985,14.81,72.339996
